PLAYER_ID	GP	GS	MIN	FGM	FGA	FG_PCT	FG3M	FG3A	FG3_PCT	FTM	FTA	FT_PCT	OREB	DREB	REB	AST	STL	BLK	TOV	PF	PTS
1918	143	32	1512.0	165	390	0.423076	0	1	0.0	180	250	0.72	146	237	383	31	38	27	95	254	510
2064	50	14	935.0	115	311	0.369774	28	84	0.333333	56	72	0.777777	21	60	81	145	48	2	54	99	314
76653	1			0	1	0.0				0	0	0.0				0				1	0
53	732	395	18657.0	2123	4492	0.472617	574	1572	0.365139	1445	1692	0.854018	520	1497	2017	1875	671	129	960	1438	6265
76655	6			1	9	0.111111				4	4	1.0			8	0				8	6
1627740	81	2	749.0	116	312	0.371794	47	137	0.343065	48	62	0.774193	25	169	194	44	13	3	41	56	327
201961	669	166	14058.0	1957	4793	0.408303	991	2629	0.376949	468	554	0.844765	214	1241	1455	734	367	50	452	764	5373
76656	141		2324.0	356	720	0.494444	2	6		266	410	0.64878	187	315	502	204	69	34	233	306	980
251	742	712	24502.0	3852	8290	0.464656	589	1572	0.374681	2251	2816	0.79936	819	2385	3204	1897	576	284	1328	1626	10544
76658	118		1873.0	227	564	0.402482				153	220	0.695454			616	86				201	607
76664	168		1984.0	236	548	0.430656	0	3		141	193	0.730569	182	300	482	113	69	84	145	320	613
107	1209	589	34780.0	7323	15275	0.47941	1719	4266	0.402953	2639	3365	0.784249	1533	2668	4201	1746	974	183	1771	2480	19004
1677	145	26	1923.0	312	592	0.527027	1	21	0.047619	215	329	0.653495	177	114	291	89	159	18	111	252	840
76661	524		10374.0	1946	4884	0.398443				731	1005	0.727363	37	85	2686	716	33	9		1397	4623
111	624	359	17613.0	2895	6409	0.451708	241	797	0.302383	1379	1888	0.730402	1320	2712	4032	981	433	477	1001	1934	7410
1034	91	2	857.0	110	254	0.43307	0	0	0.0	57	93	0.612903	87	133	220	29	25	37	35	105	277
76663	1048		27520.0	4143	9378	0.441778				1890	2595	0.728323	534	1060	8709	1405	146	151		2661	10176
101145	833	713	29010.0	5723	12688	0.451056	737	2349	0.31375	2675	3463	0.772451	520	2354	2874	3856	1409	281	2246	1950	14858
442	474	245	11592.0	1826	3579	0.510198	1	20	0.05	841	1221	0.688779	1087	2083	3170	691	293	752	798	1493	4494
600010	505	75	8384.0	929	2252	0.412522	0	1		469	656	0.714939	713	1433	2146	459	379	405	522	1258	2327
1922	472	149	7212.0	725	1517	0.477916	3	16	0.1875	273	390	0.7	497	1141	1638	260	228	255	355	1000	1726
76667	5		40.0	2	14	0.142857				1	2	0.5	1	5	6	2	1	0		6	5
2408	375	55	6004.0	783	1702	0.460047	0	3	0.0	426	682	0.624633	448	767	1215	261	99	209	392	765	1992
203954	193	193	5932.0	1555	3240	0.479938	225	708	0.317796	1308	1647	0.794171	454	1773	2227	608	139	355	684	653	4643
76668	831		21763.0	3993	9067	0.440388				2394	3741	0.639935			7544	1194				2838	10380
2765	14	0	72.0	6	13	0.461538	0	1	0.0	8	13	0.615384	2	6	8	1	2	1	3	6	20
76669	16			3	25	0.12				8	15	0.533333				4				13	14
76670	195	2	1405.0	138	336	0.410714	0	0	0.0	67	99	0.676767	137	249	386	45	32	42	91	274	343
76671	11	0	50.0	11	29	0.37931	0	0	0.0	6	10	0.6	5	11	16	7	1	0	3	12	28
76672	151	18	3108.0	617	1418	0.435119	9	65	0.138461	259	333	0.777777	140	175	315	320	57	24	203	287	1502
76673	1193	952	38063.0	10659	21036	0.506702	18	83		4277	5141	0.831939	2778	3760	6538	4351	1067	833	2821	3027	25613
76674	18		70.0	11	42	0.261904				5	7	0.714285			20	6				15	27
76676	50	0	577.0	74	178	0.41573	11	32	0.34375	20	36	0.555555	12	42	54	46	18	13	46	85	179
203119	41	0	407.0	42	112	0.375	14	50	0.28	21	29	0.724137	8	29	37	26	16	3	19	46	119
76675	29		196.0	36	93	0.387096				21	29	0.724137			44	15				38	93
76677	46			104	274	0.379562				152	192	0.791666				41				167	360
203898	186	21	2337.0	320	763	0.419397	66	208	0.317307	73	95	0.768421	48	202	250	359	98	18	171	233	779
203516	327	85	6491.0	721	1585	0.454889	251	705	0.356028	393	496	0.792338	322	711	1033	286	198	96	238	651	2086
76678	13		72.0	10	23	0.434782				6	8	0.75	0	5	5	2	1	0	2	7	26
201623	69	17	928.0	101	185	0.545945	0	0	0.0	60	101	0.594059	57	133	190	29	25	29	50	164	262
76679	18		401.0	59	170	0.347058				30	47	0.638297			83	26				52	148
76680	766		18841.0	3014	6926	0.435171				1223	1591	0.768698	306	827	3448	1991	222	45		2081	7251
76681	836	442	28677.0	7237	14276	0.506934	46	176		3844	4950	0.776565	2067	3534	5601	3224	1508	1293	2323	2286	18364
1915	153	65	2143.0	158	341	0.463343	0	0	0.0	105	169	0.621301	220	381	601	76	69	95	96	399	421
76682	23			25	69	0.362318				14	20	0.7				14				25	64
76683	30	0	282.0	36	100	0.36	13	56	0.232142	31	39	0.794871	4	12	16	23	7	0	39	27	116
1629234	30	0	152.0	24	40	0.6	0	0	0.0	14	16	0.875	12	38	50	9	2	6	12	16	62
76687	47			56	200	0.28				30	44	0.681818				55				99	142
967	102	1	1095.0	144	378	0.380952	37	108	0.342592	50	61	0.819672	56	108	164	77	35	18	42	115	375
76685	36		381.0	63	140	0.45	7	18	0.388888	24	42	0.571428	26	49	75	37	14	1	36	64	157
1628980	56	2	594.0	59	178	0.33146	17	49	0.346938	25	30	0.833333	14	48	62	50	16	15	36	67	160
1628393	56	4	842.0	92	267	0.344569	15	57	0.263157	38	49	0.77551	10	86	96	110	39	6	50	105	237
202379	250	9	2627.0	364	640	0.56875	6	26	0.230769	145	211	0.687203	239	402	641	107	90	121	85	291	879
2230	562	123	10918.0	1429	3231	0.442277	426	1172	0.363481	463	590	0.784745	559	825	1384	420	294	88	278	956	3747
76686	591	20	9858.0	1835	4060	0.45197	231	753	0.306772	630	781	0.806658	184	624	808	1514	430	51	818	1173	4531
2501	809	372	15577.0	1107	2379	0.465321	1	11	0.090909	1074	2036	0.527504	1984	3781	5765	458	566	115	897	1895	3289
201936	594	426	18242.0	3510	7978	0.439959	500	1548	0.322997	1827	2415	0.756521	500	2220	2720	2852	734	222	1489	1308	9347
101137	127	8	1683.0	162	416	0.389423	36	122	0.295081	71	91	0.780219	32	126	158	174	69	10	107	148	431
121	1183	1122	40594.0	9702	19241	0.504235	19	125	0.152	5392	7289	0.739744	2752	8855	11607	2215	1136	2894	3537	4034	24815
201607	7	0	19.0	0	5	0.0	0	2	0.0	3	4	0.75	1	1	2	2	0	1	1	1	3
203957	233	69	4331.0	490	1209	0.405293	160	526	0.304182	197	258	0.763565	86	322	408	494	94	39	294	409	1337
201963	51	18	1049.0	136	331	0.410876	26	94	0.276595	22	36	0.611111	31	106	137	40	37	33	50	85	320
203105	170	61	2394.0	275	536	0.513059	0	0	0.0	162	291	0.556701	292	433	725	63	48	166	133	328	712
76689	135			366	1270	0.288188				299	447	0.668903				169				299	1031
76690	30			25	96	0.260416				13	26	0.5				2				64	63
76691	30		171.0	23	89	0.258426				14	20	0.7			45	11				33	60
1629605	5	0	23.0	9	12	0.75	0	0	0.0	1	3	0.333333	0	10	10	0	0	2	3	5	19
76692	48			50	163	0.306748				55	81	0.679012				36				86	155
202702	478	385	11728.0	2190	4009	0.54627	10	45	0.222222	1040	1590	0.654088	1465	2419	3884	470	351	392	626	1180	5430
76693	211		3822.0	481	1252	0.384185				416	594	0.700336			527	386				429	1378
200770	504	40	9841.0	1460	3452	0.422943	583	1559	0.373957	385	521	0.738963	161	797	958	1453	391	56	695	713	3888
2824	11	0	86.0	9	29	0.310344	5	20	0.25	3	3	1.0	0	7	7	11	1	0	5	8	26
76695	136	1	1454.0	275	643	0.427682	22	78	0.282051	143	196	0.729591	77	109	186	111	42	4	118	164	715
76694	423		8818.0	1165	2965	0.392917				486	597	0.81407			1950	550				840	2816
1108	101	11	1368.0	144	365	0.39452	10	53	0.188679	234	304	0.769736	134	193	327	79	76	20	91	190	532
76696	51			141	478	0.294979				61	106	0.575471				33				97	343
203543	37	8	488.0	64	147	0.435374	12	40	0.3	24	37	0.648648	42	86	128	16	14	27	41	74	164
202324	663	465	17017.0	3099	5862	0.528659	36	171	0.210526	1390	2098	0.662535	1677	3180	4857	758	517	846	935	1732	7624
201174	26	0	269.0	46	82	0.560975	0	2	0.0	15	22	0.681818	34	55	89	11	8	11	13	25	107
76697	7		27.0	3	10	0.3				0	1	0.0			6	1				4	6
76698	221			1077	2977	0.361773				782	972	0.804526				440				592	2936
76699	48		487.0	86	162	0.530864				76	99	0.767676	18	56	74	36	11	7		46	248
994	201	35	4314.0	351	827	0.424425	12	30	0.4	197	313	0.629392	515	922	1437	139	117	90	152	439	911
76701	10		59.0	8	28	0.285714				14	16	0.875			6	6				9	30
76702	17		79.0	18	79	0.227848				16	33	0.484848			7	19				29	52
76703	275	58	3001.0	471	1089	0.432506	0	9	0.0	250	333	0.75075	241	574	815	125	46	46	234	439	1192
1627770	58	0	525.0	83	228	0.364035	11	41	0.268292	46	61	0.754098	6	53	59	78	21	8	46	49	223
1626245	224	20	3282.0	407	712	0.571629	0	11	0.0	197	292	0.674657	342	573	915	164	62	49	141	328	1011
203467	7	0	38.0	7	14	0.5	2	5	0.4	3	4	0.75	1	5	6	4	0	0	4	4	19
101230	12	0	82.0	6	25	0.24	1	3	0.333333	5	8	0.625	3	10	13	2	2	3	8	13	18
76704	637		15188.0	2406	5841	0.411915				2162	3187	0.67838			5652	448				2419	6974
101109	971	659	28830.0	4105	9959	0.412189	925	2813	0.32883	1718	2175	0.789885	552	2315	2867	5096	1144	207	2008	1870	10853
76705	103		1031.0	86	250	0.344				115	155	0.741935			126	94				200	287
76706	33			31	138	0.224637				23	45	0.511111				16				59	85
2724	7	0	32.0	5	12	0.416666	3	8	0.375	0	2	0.0	0	4	4	1	0	0	1	0	13
1628390	171	122	3629.0	321	766	0.41906	187	538	0.347583	55	72	0.763888	72	176	248	125	85	38	84	430	884
201164	249	10	5964.0	740	1853	0.399352	413	1147	0.360069	361	430	0.839534	128	480	608	554	249	40	286	369	2254
1628981	42	11	523.0	73	145	0.503448	4	30	0.133333	24	39	0.615384	51	92	143	38	14	15	38	83	174
76707	218	0	1643.0	193	434	0.4447	0	0		131	194	0.675257	144	228	372	82	52	51	72	174	517
76708	371		7582.0	878	2389	0.367517				769	1012	0.759881			830	943				1008	2525
76709	12	0	34.0	1	18	0.055555	0	0	0.0	7	8	0.875	4	9	13	1	0	1	6	7	9
273	583	72	8733.0	1420	2961	0.479567	42	146	0.287671	822	1096	0.75	552	580	1132	509	302	105	509	902	3704
1627812	237	53	4980.0	688	1626	0.423124	274	742	0.369272	245	292	0.839041	64	449	513	565	154	25	210	333	1895
76711	178			381	1147	0.33217				275	401	0.685785			271	278				509	1037
76712	634		12828.0	2225	5142	0.432711				1330	2003	0.664003			3343	906				1438	5780
198	917	186	18129.0	2505	5615	0.446126	677	1724	0.392691	752	895	0.840223	647	1903	2550	1185	384	292	811	1964	6439
201178	135	7	1107.0	125	252	0.496031	0	2	0.0	55	134	0.410447	97	172	269	40	19	53	66	224	305
76713	184	21	2692.0	463	977	0.473899	3	16	0.1875	211	288	0.732638	176	288	464	188	97	38	181	394	1140
202361	255	176	6010.0	684	1446	0.473029	120	361	0.332409	243	365	0.665753	248	844	1092	419	212	45	270	310	1731
76714	19		73.0	18	47	0.382978				7	14	0.5			25	7				12	43
76715	49		338.0	52	129	0.4031				14	30	0.466666			108	20				97	118
76716	551		6866.0	1125	2508	0.448564				540	816	0.661764	74	173	2151	426	10	10		1090	2790
714	1103	875	37995.0	6696	15095	0.44359	1454	3880	0.374742	2460	3032	0.811345	1121	3683	4804	3245	996	323	1629	1812	17306
76717	142		3397.0	382	1169	0.326775				278	464	0.599137			548	566				453	1042
1627827	233	121	5553.0	564	1338	0.421524	236	718	0.32869	190	262	0.72519	321	649	970	260	165	92	186	466	1554
900	50	9	512.0	71	142	0.5	0	1	0.0	35	56	0.625	43	67	110	25	19	14	33	91	177
965	1287	731	32714.0	3720	9329	0.398756	1248	3341	0.37354	2025	2479	0.816861	414	2244	2658	3804	1352	98	1473	2684	10713
2809	18	1	239.0	30	89	0.337078	7	26	0.26923	17	23	0.73913	7	23	30	33	7	5	15	28	84
76720	78			76	391	0.194373				88	140	0.628571				47				179	240
76719	61			118	498	0.236947				41	60	0.683333				40				90	277
2033	289	35	6037.0	1103	2536	0.434936	21	110	0.190909	555	803	0.691158	375	965	1340	352	134	81	428	648	2782
76721	262		882.0	541	1953	0.277009				430	674	0.637982			152	429				607	1512
76722	20		97.0	15	31	0.48387				10	17	0.588235	13	17	30	7	0	5	16	16	40
76723	292		6186.0	862	2403	0.358718				787	1077	0.730733			1532	544				688	2511
313	893	523	24721.0	3964	7954	0.498365	38	210	0.180952	2159	2826	0.763977	979	2033	3012	4293	926	105	1795	2003	10125
2784	16	0	77.0	14	29	0.482758	5	10	0.5	2	2	1.0	1	2	3	11	2	0	11	9	35
76725	53	5	699.0	110	206	0.53398	0	2	0.0	41	53	0.773584	71	109	180	47	19	12	43	99	261
76726	957	584	26383.0	4448	10015	0.444133	518	1599	0.323952	2846	3493	0.814772	626	1868	2494	5175	1120	215	2251	1972	12260
201938	163	90	3738.0	551	1379	0.399564	118	349	0.338108	284	351	0.809116	44	263	307	634	122	7	382	179	1504
76727	144		2279.0	370	840	0.440476				156	239	0.652719	123	181	304	321	98	16	75	158	896
76728	2		14.0	1	5	0.2				0	0	0.0	1	2	3	0	1	0		4	2
76729	11		83.0	20	51	0.392156				13	15	0.866666			16	5				8	53
1829	6	0	76.0	3	14	0.214285	1	5	0.2	4	6	0.666666	0	5	5	4	0	0	4	6	11
76731	35		210.0	53	145	0.365517				28	37	0.756756			15	22				27	134
202880	4	0	39.0	2	6	0.333333	0	0	0.0	0	0	0.0	1	5	6	0	0	1	2	5	4
1627854	247	141	5336.0	793	1856	0.427262	391	995	0.392964	174	219	0.79452	43	433	476	368	97	6	172	378	2151
201814	111	13	1504.0	236	544	0.433823	48	141	0.340425	125	178	0.702247	55	163	218	103	47	10	100	133	645
76732	11	0	114.0	16	52	0.307692	1	10	0.1	2	4	0.5	8	12	20	10	3	0	9	7	35
2228	73	0	519.0	70	138	0.507246	0	0	0.0	46	66	0.696969	35	89	124	11	6	8	37	115	186
76733	794	201	22043.0	3160	6874	0.459703	126	336		868	1188	0.730639	820	1308	2394	2719	1152	192	726	1817	7314
76734	474	1	9301.0	1313	2828	0.464285	1	7		389	503	0.773359	544	1147	1691	647	274	139	296	1004	3016
76735	31		249.0	42	91	0.461538				42	55	0.763636			20	35				32	126
76736	482	184	13503.0	2128	4560	0.466666	25	119		1313	1602	0.8196	161	693	854	3083	589	29	1326	1269	5594
101213	3	0	13.0	2	3	0.666666	0	0	0.0	0	0	0.0	1	2	3	0	0	1	2	7	4
726	28	1	139.0	30	80	0.375	4	25	0.16	26	34	0.764705	12	12	24	5	8	1	6	27	90
2551	429	306	11885.0	1829	4223	0.433104	127	439	0.289293	1012	1242	0.814814	296	1035	1331	2495	496	55	1047	972	4797
76738	44			68	231	0.294372				43	67	0.641791				74				94	179
76739	139		2130.0	229	510	0.449019				111	218	0.509174	194	371	565	296	52	71	191	256	569
2218	25	0	123.0	11	47	0.234042	0	6	0.0	8	10	0.8	5	12	17	17	6	0	13	7	30
202622	10	0	95.0	11	32	0.34375	3	13	0.230769	10	15	0.666666	6	9	15	10	3	0	10	5	35
1504	440	175	8835.0	1196	2534	0.471981	2	12	0.166666	1221	1556	0.784704	1195	1989	3184	301	182	94	655	1553	3615
76740	523		9116.0	1701	4107	0.41417				691	950	0.727368	132	162	1275	601	57	8		1008	4093
323	656	95	7978.0	1047	2382	0.439546	20	89	0.224719	424	567	0.747795	509	1182	1691	351	94	194	465	1221	2538
1902	764	345	15744.0	1472	2961	0.497129	7	54	0.129629	796	1295	0.614671	2101	3147	5248	703	507	308	613	1921	3747
76742	207	35	3446.0	631	1434	0.440027	72	242	0.29752	228	297	0.767676	75	183	258	479	137	10	286	441	1562
2238	28	1	317.0	42	104	0.403846	7	23	0.304347	17	20	0.85	25	37	62	10	9	11	21	22	108
203095	506	364	14325.0	2553	5704	0.44758	885	2367	0.373891	1077	1335	0.806741	217	1174	1391	1315	424	53	837	1237	7068
76744	817		21890.0	3814	9414	0.405141				3570	4816	0.741279			8041	1368				2909	11198
76745	6		41.0	4	13	0.307692				1	4	0.25			10	2				9	9
1762	103	27	1233.0	105	257	0.40856	4	20	0.2	87	110	0.790909	94	134	228	54	47	6	50	146	301
1628368	186	172	5579.0	1068	2387	0.447423	165	487	0.338809	589	823	0.715674	100	544	644	1134	254	82	511	461	2890
76746	10		84.0	12	32	0.375				7	8	0.875			8	10				7	31
76747	743		17294.0	2611	5452	0.478906				1723	2239	0.769539	554	1215	5525	1201	151	79		2023	6945
296	930	587	23720.0	3382	7519	0.449793	771	2208	0.349184	1431	1858	0.770182	996	2521	3517	2649	967	355	1611	2739	8966
200751	752	433	19279.0	2704	6750	0.400592	1104	3017	0.365926	1217	1429	0.851644	245	1441	1686	2112	528	220	1106	1584	7729
1502	733	269	13061.0	1318	2766	0.4765	0	2	0.0	353	707	0.499292	1301	2160	3461	344	264	1193	597	1575	2989
2499	140	2	1472.0	178	433	0.411085	95	267	0.355805	51	63	0.809523	36	128	164	83	37	10	35	122	502
1883	576	543	21633.0	3543	8267	0.428571	575	1684	0.341448	2785	3494	0.79708	960	2255	3215	3473	846	223	2030	1813	10446
76748	264	81	4703.0	639	1456	0.438873	0	4	0.0	432	583	0.740994	363	659	1022	276	158	95	326	795	1710
76749	6			4	27	0.148148				8	12	0.666666				3				6	16
203479	24	0	175.0	17	41	0.414634	6	13	0.461538	2	2	1.0	5	20	25	9	4	3	14	27	42
1626187	5	0	40.0	3	9	0.333333	2	7	0.285714	3	4	0.75	1	2	3	1	1	0	0	8	11
204025	272	81	4818.0	498	1221	0.407862	125	380	0.328947	244	332	0.734939	134	493	627	1092	188	24	360	483	1365
76750	825		30965.0	6130	12516	0.489773	0	1		3321	4226	0.785849	403	1523	4830	5040	681	63	139	2180	15581
76751	2		9.0	0	4	0.0				1	2	0.5			5	1				1	1
1628982	23	0	92.0	13	38	0.342105	4	13	0.307692	3	8	0.375	4	5	9	2	5	2	3	14	33
76752	147	29	1640.0	291	663	0.438914	6	22	0.272727	130	186	0.698924	137	143	280	135	76	45	132	200	718
202690	241	7	3211.0	524	1282	0.408736	193	519	0.371868	197	224	0.879464	53	190	243	331	94	11	223	222	1438
76753	886	596	26893.0	6512	14294	0.455575	213	632		4718	6264	0.753192	1008	1422	2430	3319	910	223	1869	2270	17955
200777	151	9	1821.0	209	455	0.45934	0	2	0.0	59	81	0.728395	190	328	518	65	32	56	74	255	477
76754	64		1480.0	263	606	0.433993				163	199	0.819095	72	108	180	171	57	11		160	689
76755	52		382.0	69	134	0.514925				29	40	0.725			106	35				67	167
76756	35		265.0	39	103	0.37864				28	41	0.682926	22	32	54	14	12	1		42	106
2782	42	11	588.0	53	181	0.292817	17	76	0.223684	10	14	0.714285	24	61	85	27	16	3	20	53	133
76757	23			28	97	0.288659				32	56	0.571428				14				37	88
76758	44		569.0	74	226	0.327433				27	41	0.658536			106	47				54	175
76759	48		363.0	50	147	0.340136				23	29	0.793103			41	55				54	123
76760	84		1372.0	132	427	0.309133				62	84	0.738095			249	77				131	326
101112	890	445	19775.0	2931	6655	0.44042	1049	2706	0.387657	875	1064	0.822368	767	3235	4002	864	457	540	787	2255	7786
76761	111		2106.0	273	597	0.457286				140	178	0.786516	76	129	205	331	114	10		241	686
76762	28			53	198	0.267676				34	60	0.566666				8				38	140
76763	42			42	140	0.3				25	40	0.625				17				39	109
76764	489		4490.0	2824	9338	0.30242				2355	3075	0.765853			1379	587				1774	8003
2673	4	0	43.0	3	8	0.375	0	0	0.0	2	6	0.333333	4	7	11	2	0	1	4	5	8
957	225	23	2495.0	317	752	0.421542	0	4	0.0	201	301	0.667774	240	434	674	46	34	60	146	351	835
76765	15		248.0	24	66	0.363636	0	1	0.0	12	16	0.75	13	29	42	28	10	1	23	25	60
1628365	82	59	2043.0	346	777	0.445302	26	100	0.26	110	166	0.66265	61	224	285	349	93	18	142	171	828
1444	318	7	4723.0	812	1606	0.505603	2	17	0.117647	405	600	0.675	447	695	1142	183	94	100	225	360	2031
76767	239		4809.0	1044	2273	0.459304	24	82		438	508	0.862204	211	296	507	568	159	69	374	298	2550
76768	307		3680.0	1080	3141	0.343839				837	1136	0.736795			448	626				1050	2997
1629117	13	1	77.0	6	20	0.3	1	9	0.111111	6	10	0.6	5	6	11	4	4	3	6	14	19
2429	527	164	7792.0	1049	2100	0.499523	0	8	0.0	367	737	0.497964	910	1416	2326	196	242	448	357	1250	2465
1629655	33	4	420.0	67	100	0.67	0	0	0.0	20	38	0.526315	39	39	78	14	9	42	18	60	154
101184	2	0	5.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	0	0
76769	20			10	44	0.227272				9	14	0.642857				10				36	29
76770	80	10	1002.0	92	217	0.423963	11	48	0.229166	53	72	0.736111	12	57	69	247	39	4	72	98	248
2558	71	1	601.0	48	148	0.324324	7	26	0.26923	20	33	0.60606	9	44	53	50	17	3	26	40	123
202178	113	12	1311.0	182	458	0.397379	44	146	0.301369	100	178	0.561797	46	129	175	207	83	3	93	100	508
76771	453	70	11189.0	1425	3006	0.474051	4	25		518	628	0.82484	238	884	1122	1965	840	163	647	1010	3372
76772	2	0	3.0	3	3	1.0	0	0	0.0	0	0	0.0	0	0	0	0	0	0	0	2	6
76773	682		15813.0	2810	7057	0.398186				3223	4167	0.773458			6684	1208				2086	8843
201568	591	521	18336.0	2879	6749	0.426581	1160	3055	0.379705	2608	2987	0.873116	444	2463	2907	1215	465	239	785	1083	9526
204038	391	62	8930.0	1178	2990	0.393979	573	1564	0.366368	376	466	0.806866	193	818	1011	670	286	62	242	648	3305
76774	750		14665.0	2820	6708	0.420393				2295	2791	0.822285			3891	757				2180	7935
333	649	270	14509.0	2562	5106	0.501762	228	634	0.359621	802	990	0.810101	370	1087	1457	1300	470	176	587	1228	6154
76776	23			29	89	0.325842				13	28	0.464285				5				45	71
200816	74	60	1983.0	230	554	0.415162	72	209	0.344497	57	78	0.730769	50	295	345	128	81	15	65	92	589
2092	13	0	73.0	7	22	0.318181	0	0	0.0	2	8	0.25	16	13	29	5	3	2	5	14	16
2682	10	3	159.0	19	59	0.322033	5	18	0.277777	4	6	0.666666	7	8	15	18	6	1	9	15	47
101128	549	137	11854.0	1564	3659	0.427439	581	1627	0.357098	614	768	0.799479	278	1122	1400	747	441	388	545	1229	4323
76778	50			38	101	0.376237				13	28	0.464285				19				50	89
201242	20	0	142.0	18	59	0.305084	7	35	0.2	2	6	0.333333	3	8	11	3	4	1	7	8	45
76779	151		507.0	514	1493	0.344273				311	416	0.747596			349	245				445	1339
76780	92			207	754	0.274535				62	88	0.704545				134				159	476
1627868	5	0	43.0	0	7	0.0	0	5	0.0	0	0	0.0	1	6	7	0	0	0	3	4	0
1629636	50	50	1521.0	233	591	0.394247	94	262	0.358778	58	67	0.865671	22	76	98	185	37	1	134	77	618
76781	78		1106.0	155	356	0.435393	6	19	0.315789	18	26	0.692307	50	88	138	145	54	4	73	80	334
76782	511	315	13391.0	1912	4444	0.430243	73	260	0.280769	902	1087	0.829806	413	1020	1433	2421	674	80	975	1251	4799
76783	421		12155.0	2022	5019	0.402869				1553	1974	0.786727			1748	1114				1168	5597
1612	46	0	442.0	30	107	0.280373	4	21	0.190476	8	13	0.615384	9	27	36	63	28	5	34	68	72
76785	300	62	5260.0	572	1167	0.490145	0	9	0.0	494	686	0.720116	468	830	1298	393	159	173	332	832	1638
708	1462	1425	50414.0	10505	21142	0.496878	174	632	0.275316	4887	6190	0.789499	3209	11453	14662	5445	1859	2037	3179	3561	26071
1831	24	0	205.0	15	51	0.294117	6	23	0.260869	15	20	0.75	3	18	21	18	5	1	12	18	51
1628656	4	0	63.0	11	27	0.407407	0	8	0.0	4	4	1.0	0	3	3	7	1	1	2	3	26
76786	166	22	3008.0	375	820	0.457317	6	20	0.3	99	129	0.767441	139	297	436	242	94	18	165	327	855
1051	359	210	6971.0	722	1504	0.480053	0	0	0.0	293	433	0.676674	597	1213	1810	204	168	372	203	687	1737
203197	90	0	1197.0	117	314	0.372611	39	111	0.351351	15	22	0.681818	16	96	112	151	51	5	91	80	288
76788	339		8729.0	1436	3392	0.423349				603	699	0.86266	15	25	1004	849	10	1		1024	3475
76789	263		2905.0	562	1273	0.441476				213	276	0.771739	193	353	607	106	75	39		344	1337
76790	251	47	4718.0	543	1159	0.468507	5	60	0.083333	268	346	0.774566	123	378	501	853	266	22	343	447	1359
76791	33	1	267.0	52	102	0.509803	0	0	0.0	27	34	0.794117	35	42	77	10	8	6	11	40	131
1619	31	0	248.0	24	75	0.32	5	15	0.333333	19	25	0.76	3	17	20	30	7	1	16	22	72
1727	552	107	11058.0	1479	3543	0.417442	631	1587	0.397605	428	531	0.806026	343	1114	1457	443	246	104	417	1274	4017
76793	6		11.0	1	4	0.25				0	0	0.0	1	4	5	0	0	0		1	2
201188	830	816	27540.0	4526	9396	0.481694	374	1051	0.355851	2767	3562	0.77681	1371	4969	6340	2862	760	1191	1686	2413	12193
2200	1226	1150	41002.0	7980	15729	0.507343	179	486	0.368312	4755	6311	0.753446	3085	8220	11305	3925	606	1941	2638	2632	20894
76794	64			113	402	0.281094				61	98	0.622448				91				147	287
423	700	86	13763.0	2804	5469	0.512707	50	201	0.248756	1574	2386	0.659681	1248	2493	3741	461	464	375	1069	1870	7232
930	494	130	9927.0	1536	2956	0.519621	1	12	0.083333	850	1309	0.64935	744	1583	2327	444	290	327	602	1419	3923
200752	925	777	30874.0	6040	13257	0.455608	948	2742	0.345733	2890	3625	0.797241	1298	4169	5467	2047	1127	711	2074	2209	15918
76797	14			18	42	0.428571				18	23	0.782608			38	13				32	54
1845	26	0	128.0	16	42	0.380952	9	24	0.375	2	2	1.0	3	9	12	11	4	2	7	16	43
1627771	9	0	32.0	1	10	0.1	0	4	0.0	2	2	1.0	2	1	3	2	0	0	0	2	4
1002	101	2	926.0	78	227	0.343612	20	61	0.327868	33	67	0.492537	23	59	82	110	50	14	57	131	209
202087	417	213	9069.0	1001	2309	0.433521	186	572	0.325174	566	751	0.753661	389	971	1360	441	379	101	447	792	2754
761	552	214	12221.0	2039	4083	0.499387	16	69	0.231884	965	1325	0.728301	1152	2006	3158	388	306	347	744	1629	5059
101153	145	27	2348.0	263	560	0.469642	43	136	0.316176	101	124	0.814516	107	223	330	115	50	35	92	186	670
1904	630	108	11687.0	1318	3360	0.392261	427	1246	0.342696	473	656	0.721036	546	1429	1975	543	436	230	447	1270	3536
76800	506		15860.0	1901	5226	0.363758				1351	1918	0.704379			2129	2169				1242	5153
202331	633	585	21299.0	4273	9875	0.432708	1532	4044	0.378832	2563	3028	0.846433	576	3493	4069	2111	1111	280	1647	1707	12641
76801	177	14	2019.0	297	717	0.414225	1	14	0.071428	141	172	0.819767	65	115	180	325	76	11	157	182	736
1627875	47	0	272.0	23	55	0.418181	5	17	0.294117	22	31	0.709677	8	17	25	10	7	0	5	37	73
76802	280		3524.0	655	1502	0.436085	1	7		296	456	0.649122	291	428	719	224	151	135	161	484	1607
76803	77	4	1082.0	257	591	0.434856	7	31	0.225806	155	203	0.763546	69	106	175	38	39	26	57	135	676
76804	791	377	26536.0	8045	15747	0.51089	77	259		4541	5383	0.843581	1186	2421	3607	2214	941	670	2137	2331	20708
76805	16			0	8	0.0				5	5	1.0				0				5	5
76806	541		13650.0	1798	3823	0.470311	0	0		614	875	0.701714	967	2071	3188	832	225	476	275	1270	4210
